artist,album,track_number,id,name,uri,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
Jona,Joytime III,5,1EwZrwFcKH1CKsxgHborBR,Sad Songs,spotify:track:1EwZrwFcKH1CKsxgHborBR,195028,0.0277,0.641,0.837,0.0,0.152,-2.947,0.182,150.047,0.82,47
Jona,Joytime III,6,58Xx6ZPFsi6bqkFFZe0GD0,Set Me Free,spotify:track:58Xx6ZPFsi6bqkFFZe0GD0,182857,0.000437,0.918,0.723,0.141,0.124,-4.099,0.0653,126.046,0.393,38
Jona,Joytime III,7,4pCaBJPDbw1HFzwsQZlIgb,Room to Fall,spotify:track:4pCaBJPDbw1HFzwsQZlIgb,180997,0.0037,0.531,0.845,1.58e-05,0.275,-5.362,0.164,175.898,0.537,46
Jona,Joytime III,8,3tld41qK6W6xBMea9WIhLC,Angklung Life,spotify:track:3tld41qK6W6xBMea9WIhLC,189000,0.0274,0.729,0.982,0.106,0.278,-3.028,0.0634,126.024,0.404,36
Jona,Joytime III,9,2W9QUD9YJ4SERyzu25IwbU,Earthquake,spotify:track:2W9QUD9YJ4SERyzu25IwbU,148000,0.0162,0.453,0.968,5.94e-05,0.153,-4.734,0.104,75.102,0.432,42
Jona,Joytime III,10,6VEUzJzGo16QRnFvUpv4pQ,Falling To Pieces,spotify:track:6VEUzJzGo16QRnFvUpv4pQ,166000,5.12e-05,0.607,0.875,0.00318,0.445,-2.686,0.0476,146.188,0.131,44
Jona,Joytime III,11,5JfWqjclLkOUanKF8NHpOK,Here We Go Again,spotify:track:5JfWqjclLkOUanKF8NHpOK,186000,0.0832,0.738,0.867,0.828,0.263,-3.033,0.127,147.016,0.443,40
Jona,Joytime III,12,35rozLoS6QLE8HX8qswM3k,Rescue Me,spotify:track:35rozLoS6QLE8HX8qswM3k,237203,0.00803,0.433,0.905,0.0,0.337,-2.171,0.101,148.149,0.375,61
Jona,Joytime III,13,4YXKVaWzHaVyDq2pVS5cgR,Proud,spotify:track:4YXKVaWzHaVyDq2pVS5cgR,191000,0.0372,0.521,0.716,0.0,0.148,-4.999,0.0364,77.562,0.12,55
Jona,Joytime II,1,6GRMKQ3RrivYgLEO6h7ebu,Stars,spotify:track:6GRMKQ3RrivYgLEO6h7ebu,246760,0.0132,0.507,0.96,0.971,0.0703,-2.619,0.0394,142.029,0.801,55
Jona,Joytime II,2,6kwH41LJ6hfxlGn2c4oh6Y,Together,spotify:track:6kwH41LJ6hfxlGn2c4oh6Y,246760,0.00114,0.567,0.703,0.921,0.101,-2.08,0.0311,142.019,0.309,49
Jona,Joytime II,3,6pbhkfdG5RvTJaC3VKPaJn,Rooftops,spotify:track:6pbhkfdG5RvTJaC3VKPaJn,177464,0.0292,0.704,0.907,0.0,0.195,-3.95,0.0672,141.988,0.657,51
Jona,Joytime II,4,1LwVrOwwPJPU5lVuQDPnGA,Check This Out,spotify:track:1LwVrOwwPJPU5lVuQDPnGA,219718,0.000874,0.624,0.97,0.548,0.545,-0.975,0.0788,142.019,0.869,45
Jona,Joytime II,5,0gsDBm94QELEJAcGS59f1b,Flashbacks,spotify:track:0gsDBm94QELEJAcGS59f1b,165633,0.0052,0.58,0.901,0.698,0.111,-0.958,0.0326,142.031,0.427,42
Jona,Joytime II,6,1FPJZZjcwG2IGF0UVLrmKL,Tell Me,spotify:track:1FPJZZjcwG2IGF0UVLrmKL,158400,0.00651,0.558,0.919,0.789,0.196,-1.948,0.0426,150.049,0.839,42
Jona,Joytime II,7,7fEfIU4ZVvB5Wb6xg2zcvx,Paralyzed,spotify:track:7fEfIU4ZVvB5Wb6xg2zcvx,219718,0.00696,0.5,0.956,0.00138,0.533,-1.363,0.0468,141.975,0.123,43
Jona,Joytime II,8,621yo2vtUSnmTfmENTKoNm,Power,spotify:track:621yo2vtUSnmTfmENTKoNm,222000,0.00292,0.58,0.895,0.731,0.079,-3.702,0.0367,140.023,0.97,43
Jona,Joytime II,9,5UthTi0MlB4K0TznWFynNn,Imagine,spotify:track:5UthTi0MlB4K0TznWFynNn,231272,0.00169,0.7,0.933,0.0517,0.424,-1.366,0.0316,110.047,0.234,41
Jona,Joytime,1,1aS1uzcAC14lduwuNJZjqE,Know Me,spotify:track:1aS1uzcAC14lduwuNJZjqE,206197,0.00635,0.664,0.844,0.00285,0.542,-5.012,0.0405,142.056,0.557,46
Jona,Joytime,2,1Hk0QRlUFCHYG6zIvUh0Xd,Summer,spotify:track:1Hk0QRlUFCHYG6zIvUh0Xd,233239,0.00695,0.583,0.748,0.0241,0.22,-4.798,0.0292,142.029,0.254,58
Jona,Joytime,3,6aWiGv6hPG0o3ri7QHNs8t,Find Me,spotify:track:6aWiGv6hPG0o3ri7QHNs8t,180000,0.00012,0.557,0.889,0.000225,0.325,-4.045,0.0499,142.015,0.173,49
Jona,Joytime,4,2D6VbgcGFSBhhZJHbVAN1Q,Take It Back,spotify:track:2D6VbgcGFSBhhZJHbVAN1Q,233239,0.0172,0.591,0.909,0.694,0.743,-4.376,0.0542,142.065,0.192,45
Jona,Joytime,5,05KizhJc5qATFI2D7SauJ5,Bounce,spotify:track:05KizhJc5qATFI2D7SauJ5,212571,0.0119,0.593,0.979,0.897,0.175,-4.151,0.0634,140.038,0.0992,41
Jona,Joytime,6,4wXum3jZgEGLxScTygQ5US,Blocks,spotify:track:4wXum3jZgEGLxScTygQ5US,209577,0.000163,0.555,0.844,0.00617,0.426,-2.096,0.0705,142.115,0.563,46
Jona,Joytime,7,1KDX8TC34n6CNryBEEMclR,Show You,spotify:track:1KDX8TC34n6CNryBEEMclR,177464,7.78e-05,0.507,0.969,0.935,0.173,-3.643,0.0395,142.006,0.242,42
Jona,Joytime,8,1V3BpCUSyBt9PDZ309652A,Want U 2,spotify:track:1V3BpCUSyBt9PDZ309652A,182535,0.01,0.708,0.936,0.951,0.194,-2.099,0.0432,141.989,0.73,43
Jona,Joytime,9,68pL3hokJXKJ1vJSaEhKr7,Home,spotify:track:68pL3hokJXKJ1vJSaEhKr7,228413,0.00551,0.562,0.885,0.805,0.0621,-3.096,0.0431,145.06,0.692,44
Jona,Joytime,10,0Q3SC6kEhxYagDP3bFe5K9,Keep It Mello (feat. Omar LinX),spotify:track:0Q3SC6kEhxYagDP3bFe5K9,243380,0.00134,0.686,0.888,0.000689,0.0736,-3.348,0.0857,142.015,0.108,60
Morissette,"Morissette at 14, Vol. 2",1,6f248KBfVTSUU8EJ6ibHrM,What Do You See in Me (2021 Piano Version),spotify:track:6f248KBfVTSUU8EJ6ibHrM,191523,0.793,0.502,0.426,0.0,0.107,-3.383,0.0284,84.002,0.268,28
Morissette,"Morissette at 14, Vol. 2",2,7Ca2H8G6YsjpUWJQUDxtCT,Can't Hold a Candle,spotify:track:7Ca2H8G6YsjpUWJQUDxtCT,207147,0.409,0.657,0.598,0.0,0.141,-3.578,0.0299,119.98,0.42,27
Morissette,"Morissette at 14, Vol. 2",3,2yW8L6GvFFdKGhBqGrUk2q,Don't Forget,spotify:track:2yW8L6GvFFdKGhBqGrUk2q,199487,0.142,0.572,0.87,0.0,0.0407,-3.713,0.0382,136.961,0.655,25
Morissette,"Morissette at 14, Vol. 2",4,12XJqY3vwmBeiNo0Zdfjw1,Ring Ring Ring,spotify:track:12XJqY3vwmBeiNo0Zdfjw1,189260,0.00035,0.594,0.728,4.95e-06,0.0635,-2.831,0.0394,129.98,0.84,25
Morissette,"Morissette at 14, Vol. 2",5,2v7q9mr7pWtIw3CK3fuAd9,All of the Above,spotify:track:2v7q9mr7pWtIw3CK3fuAd9,213844,0.0791,0.625,0.881,0.0,0.719,-2.111,0.0466,115.993,0.586,24
Morissette,"Morissette at 14, Vol. 2",6,6g2QCJa5KygsN0grpTzJAz,Handle It,spotify:track:6g2QCJa5KygsN0grpTzJAz,197153,0.167,0.67,0.63,0.0,0.653,-3.112,0.173,108.731,0.909,19
Morissette,"Morissette at 14, Vol. 2",7,3J4ZEKhuUxTWjUCcjVk64L,Leave Em at the Door,spotify:track:3J4ZEKhuUxTWjUCcjVk64L,166427,0.104,0.686,0.862,0.0,0.823,-2.728,0.152,99.98,0.57,23
Morissette,"Morissette at 14, Vol. 2",8,2orItodWIgoDLcTbPxqjmL,Swat da Bug,spotify:track:2orItodWIgoDLcTbPxqjmL,188881,0.0272,0.688,0.858,0.0,0.548,-2.095,0.128,100.154,0.925,20
Morissette,"Morissette at 14, Vol. 1",1,3GLe8gHjxFUb4utOaaG69H,Look What You've Done,spotify:track:3GLe8gHjxFUb4utOaaG69H,255127,0.683,0.452,0.549,0.0,0.332,-4.703,0.0274,168.002,0.367,25
Morissette,"Morissette at 14, Vol. 1",2,4zLJPCxD78xOgMQ3z4ofoY,Don't Let Go,spotify:track:4zLJPCxD78xOgMQ3z4ofoY,235288,0.274,0.533,0.594,0.0,0.136,-4.83,0.0277,109.966,0.151,26
Morissette,"Morissette at 14, Vol. 1",3,70wKpydEExbnT1QJl8onxt,You Wouldn't Believe Me,spotify:track:70wKpydEExbnT1QJl8onxt,232469,0.551,0.442,0.545,0.0,0.198,-3.681,0.028,129.457,0.141,24
Morissette,"Morissette at 14, Vol. 1",4,634pM5YJnpbYluFGSfL6kj,Talk to Me Sweetly,spotify:track:634pM5YJnpbYluFGSfL6kj,207158,0.677,0.537,0.658,0.0,0.217,-3.746,0.0332,126.15,0.157,23
Morissette,"Morissette at 14, Vol. 1",5,1U9uGxxeanjJHEwEhwr1be,What Do You See in Me,spotify:track:1U9uGxxeanjJHEwEhwr1be,213000,0.491,0.336,0.508,0.0,0.102,-4.577,0.0287,167.108,0.24,17
Morissette,"Morissette at 14, Vol. 1",6,5F9ISpdcNyZjDrzCCYvuxS,Up to You,spotify:track:5F9ISpdcNyZjDrzCCYvuxS,212139,0.274,0.475,0.589,0.0,0.107,-4.212,0.0275,149.735,0.224,23
Morissette,"Morissette at 14, Vol. 1",7,75mlcREQfQuJfXkJGbA3WG,Only Want to Love You,spotify:track:75mlcREQfQuJfXkJGbA3WG,213158,0.302,0.433,0.608,0.0,0.165,-4.62,0.0283,78.009,0.203,24
Morissette,"Morissette at 14, Vol. 1",8,0tAJv04DVpYYswxcGweH1g,Ring Ring Ring (2020 MIX),spotify:track:0tAJv04DVpYYswxcGweH1g,181384,0.0131,0.38,0.594,3.84e-06,0.143,-4.134,0.0428,130.118,0.283,16
Morissette,Morissette,1,22ZjYxCtQBd6bOahpN0CBv,Throwback,spotify:track:22ZjYxCtQBd6bOahpN0CBv,256447,0.494,0.727,0.835,0.0,0.354,-5.358,0.0611,145.996,0.962,32
Morissette,Morissette,2,4ZsaVVO1gaTR3BrqdtHb1C,Di Mapaliwanag,spotify:track:4ZsaVVO1gaTR3BrqdtHb1C,194902,0.336,0.658,0.483,0.000393,0.119,-7.673,0.0267,93.973,0.242,44
Morissette,Morissette,3,6GWGvXLYAWmPoGLNrQufiC,Hinahanap Pa Rin,spotify:track:6GWGvXLYAWmPoGLNrQufiC,242184,0.678,0.325,0.358,9.61e-06,0.0759,-8.094,0.0377,132.361,0.121,33
Morissette,Morissette,4,3iOmvu7fbgUNcbmWs6YlbU,"Mahal Kita, Mahal Mo Sya, Mahal Nya Ay Iba",spotify:track:3iOmvu7fbgUNcbmWs6YlbU,274994,0.692,0.512,0.414,2.33e-05,0.372,-8.726,0.0316,139.918,0.168,31
Morissette,Morissette,5,68njfa6k19aGCPvCLzKOMk,You and I,spotify:track:68njfa6k19aGCPvCLzKOMk,239441,0.154,0.466,0.373,0.000886,0.237,-8.847,0.0301,71.998,0.19,38
Morissette,Morissette,6,2Cd9UYSrX0iE3DBm4VPAAa,Akin Ka Na Lang - Acoustic,spotify:track:2Cd9UYSrX0iE3DBm4VPAAa,260261,0.853,0.577,0.218,0.0,0.11,-13.293,0.0403,129.407,0.21,40
Morissette,Morissette,7,3AWaHa4tXgLVTk1Li818j2,Anong Nangyari Sa Ating Dalawa - Minus One,spotify:track:3AWaHa4tXgLVTk1Li818j2,287245,0.952,0.238,0.118,0.466,0.181,-15.37,0.0352,142.478,0.0785,28
Morissette,Morissette,8,5i74AYZqulf7csDNVnXzYN,"Anong Nangyari Sa Ating Dalawa - From ""Two Wives Main""",spotify:track:5i74AYZqulf7csDNVnXzYN,289230,0.961,0.314,0.185,0.00039,0.156,-10.128,0.0359,145.868,0.175,38
Morissette,Morissette,9,4eNvchiaWf4Glh0AT2exds,Akin Ka Na Lang - Himig Handog Pop Lovesongs 2014 Version,spotify:track:4eNvchiaWf4Glh0AT2exds,258876,0.153,0.508,0.537,8.6e-06,0.15,-6.689,0.0275,129.9,0.16,58
Morissette,Morissette,10,5qKclh4S0LJSmbl4pwqsfO,"Kapag Ako Ay Nagmahal - From ""Flordeliza""",spotify:track:5qKclh4S0LJSmbl4pwqsfO,313812,0.589,0.264,0.353,0.101,0.139,-7.133,0.029,145.411,0.0978,40
Morissette,Morissette,11,1qoXYfWILyuN0EatImGlma,"Nothing's Gonna Stop Us Now - From ""Crazy Beautiful You""",spotify:track:1qoXYfWILyuN0EatImGlma,258014,0.216,0.528,0.603,0.0,0.304,-5.883,0.0296,185.998,0.482,60
Morissette,Morissette,12,6UH6huHCGfm154NQ7MVIxE,Di Mapaliwanag - Minus One,spotify:track:6UH6huHCGfm154NQ7MVIxE,193805,0.188,0.494,0.429,0.932,0.12,-10.884,0.0291,188.031,0.351,26
Morissette,Morissette,13,66wsdi9LWCX6F2zhnwsm0h,Akin Ka Na Lang - Minus One,spotify:track:66wsdi9LWCX6F2zhnwsm0h,258876,0.00678,0.537,0.439,0.139,0.152,-11.567,0.0278,130.014,0.0939,26
Morissette,Morissette,14,2RVnhI8fmBDlEdwiOP6YBM,Hinahanap Pa Rin - Minus One,spotify:track:2RVnhI8fmBDlEdwiOP6YBM,242184,0.522,0.452,0.258,0.72,0.0741,-13.496,0.0282,134.01,0.0801,25
Morissette,Morissette,15,1NBWY3IjpqNGX6YX89pumV,You and I - Minus One,spotify:track:1NBWY3IjpqNGX6YX89pumV,239441,0.0836,0.512,0.326,0.629,0.25,-12.522,0.0285,144.035,0.0657,24
Morissette,Morissette,16,0196yM0Cf8ss46XH2ap7WA,Kapag Ako Ay Nagmahal - Minus One,spotify:track:0196yM0Cf8ss46XH2ap7WA,313812,0.136,0.215,0.242,0.772,0.156,-11.694,0.0303,145.302,0.139,25
